order_id,number_of_cross_sell_dishes,status,payment_status,points_number,discount_sum,payment_summ,created_at,appmetrica_device_id,app_version_name,total_number_of_dishes,has_cross_sell_dish
1465720,0,30,2,0.0,0.0,1170.0,2022-12-01 12:23:40,13593358523478626436,2.4.05,2.0,False
1465730,0,30,2,0.0,445.0,2595.0,2022-12-01 12:28:38,14483180576331839468,2.4.05,6.0,False
1465732,0,30,2,0.0,300.0,1190.0,2022-12-01 12:29:59,10365898029221298786,2.4.05,1.0,False
1465735,0,30,2,0.0,445.0,2180.0,2022-12-01 12:30:33,11935609793837677312,2.4.05,7.0,False
1465744,0,30,2,0.0,0.0,3995.0,2022-12-01 12:36:22,14164363045999725839,2.4.05,5.0,False
1465751,0,30,2,0.0,500.0,4025.0,2022-12-01 12:38:40,13788008602345526876,2.4.05,8.0,False
1465752,0,30,2,0.0,0.0,1050.0,2022-12-01 12:39:24,17411557428413724955,2.4.05,2.0,False
1465761,0,30,2,0.0,240.0,240.0,2022-12-01 12:45:31,15552614310960853853,2.4.05,1.0,False
1465762,0,30,2,0.0,0.0,2349.0,2022-12-01 12:46:05,8453349527296245059,2.4.05,2.0,False
1465776,0,30,2,0.0,0.0,930.0,2022-12-01 12:53:12,6861111540083846062,2.4.05,2.0,False
1465822,0,30,2,0.0,300.0,1790.0,2022-12-01 13:10:34,9815307419825874699,2.4.05,1.0,False
1465826,0,30,2,0.0,0.0,1080.0,2022-12-01 13:12:18,1477015638012239454,2.4.05,2.0,False
1465848,0,30,2,0.0,500.0,1910.0,2022-12-01 13:21:50,17625033034043902149,2.1.26,4.0,False
1465850,0,30,2,0.0,508.0,1522.0,2022-12-01 13:22:11,4236598328334550171,2.4.05,4.0,False
1465854,0,30,2,0.0,445.0,2780.0,2022-12-01 13:24:25,11274222912076837916,2.4.05,5.0,False
1465872,0,30,2,0.0,0.0,970.0,2022-12-01 13:33:26,16088101191406235474,2.4.05,2.0,False
1465877,0,30,2,0.0,0.0,2260.0,2022-12-01 13:34:59,9674384007337160274,2.4.05,1.0,False
1465882,0,30,2,0.0,0.0,1395.0,2022-12-01 13:35:49,10559629875699788667,2.4.05,2.0,False
1465883,0,30,2,0.0,0.0,1720.0,2022-12-01 13:36:37,6226802988850472703,2.4.05,3.0,False
1465888,0,30,2,0.0,0.0,1840.0,2022-12-01 13:42:45,17598787371000732487,2.4.05,3.0,False
1465897,1,30,2,0.0,0.0,1350.0,2022-12-01 13:46:47,15884021082842137751,2.4.05,3.0,True
1465900,1,30,2,0.0,0.0,3575.0,2022-12-01 13:47:18,2314181035501834775,2.4.05,5.0,True
1465906,0,30,2,0.0,0.0,1350.0,2022-12-01 13:49:20,5804506922908370522,2.4.05,3.0,False
1465907,1,30,2,0.0,0.0,630.0,2022-12-01 13:51:15,7087906565407623360,2.4.05,2.0,True
1465927,0,30,2,0.0,330.0,620.0,2022-12-01 13:59:13,17422919277891454544,2.4.05,3.0,False
1465928,0,30,2,0.0,149.0,1341.0,2022-12-01 13:59:18,13957206749526458928,2.4.05,1.0,False
1465940,0,30,2,0.0,0.0,1620.0,2022-12-01 14:03:21,4449970503811691982,2.4.05,3.0,False
1465945,0,30,2,0.0,0.0,1185.0,2022-12-01 14:05:14,7255489770202194503,2.4.05,2.0,False
1465949,0,30,2,0.0,0.0,2310.0,2022-12-01 14:07:19,10277324819405254692,2.4.05,4.0,False
1465951,0,30,2,0.0,235.0,235.0,2022-12-01 14:08:12,11145015727832962316,2.4.05,1.0,False
1465952,0,30,2,0.0,300.0,1790.0,2022-12-01 14:08:12,13451277676029444387,2.4.05,1.0,False
1465957,0,30,2,0.0,0.0,955.0,2022-12-01 14:10:32,9872827703871758067,2.4.05,3.0,False
1465959,0,30,2,0.0,583.0,582.0,2022-12-01 14:11:01,13910946112845434988,2.4.05,2.0,False
1465961,0,30,2,0.0,0.0,1140.0,2022-12-01 14:11:56,2930485108469309418,2.1.39,3.0,False
1465975,0,30,2,0.0,450.0,1515.0,2022-12-01 14:22:10,9898113841800104778,2.4.05,4.0,False
1465991,0,30,2,0.0,0.0,1050.0,2022-12-01 14:34:20,3484922639502292831,2.4.05,3.0,False
1465995,0,30,2,0.0,0.0,2065.0,2022-12-01 14:35:06,6749971852365717840,2.4.05,3.0,False
1466010,0,30,2,0.0,0.0,2090.0,2022-12-01 14:45:40,3892068680942658662,2.4.05,1.0,False
1466013,0,30,2,0.0,445.0,1965.0,2022-12-01 14:47:07,15423907946814474398,2.4.05,2.0,False
1466021,0,30,2,0.0,300.0,1190.0,2022-12-01 14:55:10,14436646488513824550,2.4.05,1.0,False
1466026,0,30,2,0.0,0.0,2905.0,2022-12-01 14:58:10,7114626170096952794,2.1.39,9.0,False
1466044,0,30,2,0.0,0.0,800.0,2022-12-01 15:08:44,8543773968379515117,2.4.05,2.0,False
1466048,0,30,2,0.0,0.0,1090.0,2022-12-01 15:10:27,4834420296050180725,2.4.05,1.0,False
1466051,0,30,2,0.0,0.0,1540.0,2022-12-01 15:12:47,4505302647509418218,2.4.05,3.0,False
1466052,0,30,2,0.0,445.0,2090.0,2022-12-01 15:13:04,8948344446352838480,2.4.05,2.0,False
1466082,0,30,2,0.0,0.0,2000.0,2022-12-01 15:25:50,1971809913105072887,2.4.05,4.0,False
1466089,0,30,2,0.0,0.0,1325.0,2022-12-01 15:30:39,18242662489692824432,2.3.02,3.0,False
1466092,3,30,2,0.0,0.0,4900.0,2022-12-01 15:32:05,16070592421052148020,2.4.05,12.0,True
1466100,0,30,2,0.0,545.0,545.0,2022-12-01 15:35:11,3551290210432097657,2.1.33,1.0,False
1466109,0,30,2,0.0,0.0,2125.0,2022-12-01 15:39:26,18275713580520884782,2.4.05,3.0,False
1466117,0,30,2,595.0,595.0,2135.0,2022-12-01 15:43:17,16799602254536830119,2.4.05,5.0,False
1466163,0,30,2,0.0,0.0,2120.0,2022-12-01 16:12:16,16896939563660525947,2.4.05,4.0,False
1466176,0,30,2,0.0,0.0,3075.0,2022-12-01 16:15:37,1630601145332823724,2.4.05,3.0,False
1466179,0,30,2,0.0,0.0,3630.0,2022-12-01 16:16:21,8483865199460455844,2.4.05,4.0,False
1466183,0,30,2,0.0,295.0,295.0,2022-12-01 16:18:13,3720724982743910616,2.4.05,1.0,False
1466200,0,30,2,0.0,0.0,1150.0,2022-12-01 16:26:25,8120456396354698334,2.4.05,2.0,False
1466201,0,30,2,0.0,0.0,3110.0,2022-12-01 16:26:58,17622132688868950506,2.3.02,7.0,False
1466209,0,30,2,0.0,300.0,1190.0,2022-12-01 16:32:36,4353166028930386505,2.4.05,1.0,False
1466213,0,30,2,0.0,0.0,760.0,2022-12-01 16:34:45,17467694457277864030,2.4.05,2.0,False
1466222,0,30,2,0.0,0.0,1140.0,2022-12-01 16:38:59,14009218728516185298,2.4.05,2.0,False
1466225,0,30,2,0.0,0.0,2670.0,2022-12-01 16:40:50,389140953561313815,2.4.05,5.0,False
1466255,0,30,2,0.0,300.0,1565.0,2022-12-01 16:51:47,11671967091517322544,2.4.05,4.0,False
1466260,0,30,2,0.0,0.0,2090.0,2022-12-01 16:53:19,4060884273726637298,2.3.02,2.0,False
1466271,0,30,2,0.0,0.0,2070.0,2022-12-01 16:59:06,12226694101281522246,2.3.02,2.0,False
1466284,0,30,2,0.0,608.0,1822.0,2022-12-01 17:03:06,5213812068588040183,2.4.05,5.0,False
1466286,0,30,2,0.0,250.0,1000.0,2022-12-01 17:04:24,6664381700527677969,2.4.05,2.0,False
1466294,0,30,2,0.0,497.0,1988.0,2022-12-01 17:08:10,15259742576578013514,2.4.05,2.0,False
1466303,2,30,2,0.0,300.0,3510.0,2022-12-01 17:12:10,1975472442295101664,2.4.05,4.0,True
1466315,0,30,2,0.0,0.0,1000.0,2022-12-01 17:17:43,6748705050637407906,2.4.05,2.0,False
1466326,0,30,2,0.0,445.0,1900.0,2022-12-01 17:23:59,12637615885148747178,2.4.05,5.0,False
1466328,0,30,2,0.0,0.0,2090.0,2022-12-01 17:24:43,12334820626164681730,2.4.05,1.0,False
1466338,0,30,2,0.0,0.0,2560.0,2022-12-01 17:29:15,6046460971136131693,2.4.05,4.0,False
1466340,1,30,2,0.0,445.0,2970.0,2022-12-01 17:29:21,11578681295945374976,2.4.05,6.0,True
1466343,4,30,2,0.0,830.0,3320.0,2022-12-01 17:31:47,16888151237702312684,2.4.05,11.0,True
1466346,0,30,2,0.0,330.0,790.0,2022-12-01 17:32:18,1464645064063280233,2.4.05,3.0,False
1466348,0,30,2,0.0,0.0,1200.0,2022-12-01 17:32:56,5945375893306416673,2.4.05,2.0,False
1466355,0,30,2,0.0,0.0,2130.0,2022-12-01 17:34:49,8074822027823312144,2.4.05,3.0,False
1466377,2,30,2,0.0,0.0,1240.0,2022-12-01 17:43:32,16799602254536830119,2.4.05,2.0,True
1466380,0,30,2,0.0,410.0,3690.0,2022-12-01 17:44:38,14555832885645908735,2.4.05,5.0,False
1466382,0,30,2,0.0,0.0,1190.0,2022-12-01 17:44:48,3085163731123732539,2.4.05,1.0,False
1466392,0,30,2,0.0,0.0,2090.0,2022-12-01 17:47:42,17371547905945488608,2.4.05,1.0,False
1466400,0,30,2,0.0,0.0,4400.0,2022-12-01 17:48:56,7388404536289163889,2.4.05,7.0,False
1466401,0,30,2,0.0,0.0,2260.0,2022-12-01 17:49:04,14546810284253202361,2.4.05,1.0,False
1466406,0,30,2,0.0,0.0,3510.0,2022-12-01 17:52:12,16732822213864529014,2.4.05,4.0,False
1466408,0,30,2,0.0,445.0,1960.0,2022-12-01 17:52:31,10813237265818246633,2.4.05,3.0,False
1466411,0,30,2,0.0,825.0,2474.0,2022-12-01 17:53:34,7157670465328840884,2.4.05,2.0,False
1466417,0,30,2,0.0,370.0,1480.0,2022-12-01 17:54:52,7115447871781752239,2.4.05,3.0,False
1466419,0,30,2,0.0,0.0,2545.0,2022-12-01 17:55:08,6189279283482486775,2.4.05,6.0,False
1466423,0,30,2,0.0,300.0,1960.0,2022-12-01 17:56:11,8341973995327913270,2.4.05,1.0,False
1466435,0,30,2,0.0,0.0,1090.0,2022-12-01 18:02:18,10075594956889964722,2.4.05,2.0,False
1466437,1,30,2,0.0,0.0,2730.0,2022-12-01 18:03:56,13214151693475235199,2.4.05,6.0,True
1466439,0,30,2,0.0,300.0,2880.0,2022-12-01 18:04:11,358419935657967539,2.4.05,2.0,False
1466445,1,30,2,0.0,0.0,2359.0,2022-12-01 18:05:31,9031442891690622534,2.4.05,3.0,True
1466460,0,30,2,0.0,0.0,3935.0,2022-12-01 18:10:34,2266653356343217334,2.4.05,1.0,False
1466461,0,30,2,0.0,0.0,3260.0,2022-12-01 18:10:40,4393271121827527092,2.4.05,4.0,False
1466468,0,30,2,0.0,0.0,1750.0,2022-12-01 18:11:43,13291965280412447210,2.4.05,3.0,False
1466482,0,30,2,0.0,0.0,1535.0,2022-12-01 18:15:18,2159439914165213372,2.4.05,3.0,False
1466485,0,30,2,0.0,0.0,2825.0,2022-12-01 18:16:29,5056731099094617379,2.4.05,4.0,False
1466489,1,30,2,0.0,0.0,1895.0,2022-12-01 18:17:13,11699320009021956298,2.4.05,4.0,True
1466496,0,30,2,0.0,0.0,1965.0,2022-12-01 18:20:06,14983167886524314826,2.4.05,1.0,False
1466508,0,30,2,0.0,0.0,3935.0,2022-12-01 18:22:43,12511642524982410165,2.4.05,1.0,False
1466511,0,30,2,0.0,0.0,1490.0,2022-12-01 18:23:04,2931191402616872144,2.4.05,3.0,False
1466515,0,30,2,0.0,0.0,6190.0,2022-12-01 18:24:09,15309710538214088434,2.4.05,7.0,False
1466518,0,30,2,0.0,0.0,1490.0,2022-12-01 18:24:37,6246065854595987336,2.4.05,1.0,False
1466520,0,30,2,0.0,300.0,2185.0,2022-12-01 18:25:06,3897902090294177886,2.4.05,2.0,False
1466522,0,30,2,0.0,0.0,1305.0,2022-12-01 18:25:10,17723014269771630414,2.4.05,3.0,False
1466528,0,30,2,0.0,0.0,1635.0,2022-12-01 18:26:41,4722844591255841499,2.4.05,1.0,False
1466533,0,30,2,0.0,691.0,2074.0,2022-12-01 18:27:29,4438535863985909864,2.4.05,4.0,False
1466539,0,30,2,0.0,445.0,2595.0,2022-12-01 18:28:43,5121601330674373904,2.4.05,6.0,False
1466548,0,30,2,300.0,300.0,1610.0,2022-12-01 18:32:17,16656602113177602211,2.4.05,2.0,False
1466550,1,30,2,0.0,300.0,1790.0,2022-12-01 18:32:59,272734287764926575,2.4.05,1.0,True
1466571,0,30,2,0.0,0.0,2260.0,2022-12-01 18:35:17,7244120686594265527,2.4.05,5.0,False
1466578,0,30,2,0.0,0.0,3180.0,2022-12-01 18:36:53,13737905508644836025,2.4.05,2.0,False
1466580,0,30,2,0.0,0.0,1580.0,2022-12-01 18:37:40,13288090615909270628,2.4.05,3.0,False
1466584,0,30,2,0.0,0.0,5700.0,2022-12-01 18:38:11,5323102113799851101,2.4.05,6.0,False
1466591,0,30,2,0.0,0.0,3090.0,2022-12-01 18:39:00,11421409073906307854,2.4.05,7.0,False
1466602,0,30,2,0.0,0.0,1850.0,2022-12-01 18:40:04,4393874265765424376,2.4.05,2.0,False
1466605,0,30,2,0.0,330.0,2140.0,2022-12-01 18:41:09,13767560097476532813,2.4.05,5.0,False
1466609,0,30,2,0.0,0.0,1599.0,2022-12-01 18:41:23,16511096692416687310,2.4.05,1.0,False
1466618,2,30,2,0.0,0.0,6430.0,2022-12-01 18:42:32,7720917004119401776,2.4.05,11.0,True
1466619,0,30,2,0.0,1045.0,1045.0,2022-12-01 18:44:00,14335669093943998011,2.4.05,1.0,False
1466632,0,30,2,0.0,0.0,2090.0,2022-12-01 18:48:06,11667720286376028945,2.4.05,1.0,False
1466635,0,30,2,0.0,0.0,830.0,2022-12-01 18:48:40,11677823480259932503,2.4.05,2.0,False
1466641,0,30,2,0.0,0.0,1830.0,2022-12-01 18:50:24,14343700275726764817,2.4.05,4.0,False
1466659,0,30,2,0.0,330.0,1190.0,2022-12-01 18:56:45,15916928005305457227,2.4.05,2.0,False
1466660,0,30,2,0.0,0.0,3360.0,2022-12-01 18:56:57,7578530627501975600,2.4.05,4.0,False
1466672,0,30,2,0.0,300.0,650.0,2022-12-01 19:01:07,11873732018666546035,2.4.05,2.0,False
1466677,0,30,2,0.0,0.0,2510.0,2022-12-01 19:02:07,141908764851359060,2.4.05,4.0,False
1466679,0,30,2,0.0,330.0,1630.0,2022-12-01 19:02:13,1565408499572712457,2.4.05,4.0,False
1466685,0,30,2,0.0,617.0,2468.0,2022-12-01 19:03:19,18149272648444829141,2.4.05,5.0,False
1466690,0,30,2,0.0,530.0,670.0,2022-12-01 19:04:07,12139523326523966574,2.4.05,2.0,False
1466706,0,30,2,0.0,530.0,2300.0,2022-12-01 19:07:03,16383919863288197344,2.4.05,3.0,False
1466711,0,30,2,0.0,0.0,1965.0,2022-12-01 19:08:22,14738956911501292315,2.4.05,1.0,False
1466712,0,30,2,0.0,0.0,2110.0,2022-12-01 19:08:52,11139857016117961907,2.4.05,4.0,False
1466718,1,30,2,0.0,329.0,1316.0,2022-12-01 19:09:58,6311259036720012916,2.1.26,3.0,True
1466727,0,30,2,0.0,0.0,1460.0,2022-12-01 19:12:08,17690332132448920492,2.4.05,3.0,False
1466728,0,30,2,0.0,0.0,2385.0,2022-12-01 19:12:52,9042619701977571595,2.4.05,2.0,False
1466736,0,30,2,0.0,300.0,3080.0,2022-12-01 19:14:33,12257176252101306952,2.4.05,4.0,False
1466744,0,30,2,0.0,0.0,2090.0,2022-12-01 19:16:42,11846381268953363688,2.4.05,1.0,False
1466760,0,30,2,0.0,445.0,2470.0,2022-12-01 19:19:59,1890509985293288054,2.4.05,5.0,False
1466775,0,30,2,0.0,300.0,2340.0,2022-12-01 19:27:11,2584504015140547420,2.4.05,2.0,False
1466778,0,30,2,0.0,832.0,3328.0,2022-12-01 19:27:30,11989717342611467307,2.4.05,3.0,False
1466780,0,30,2,0.0,0.0,2090.0,2022-12-01 19:27:45,16449498561021990929,2.4.05,2.0,False
1466783,0,30,2,0.0,0.0,2670.0,2022-12-01 19:28:02,18232931937921988119,2.4.05,2.0,False
1466787,0,30,2,0.0,0.0,1430.0,2022-12-01 19:29:43,13408072941103420872,2.4.05,3.0,False
1466795,0,30,2,0.0,330.0,1555.0,2022-12-01 19:32:19,5123041233875705583,2.4.05,4.0,False
1466796,0,30,2,0.0,0.0,1810.0,2022-12-01 19:32:22,645901892208335626,2.3.02,3.0,False
1466802,0,30,2,0.0,0.0,2950.0,2022-12-01 19:33:04,4145564206252318855,2.3.02,5.0,False
1466811,1,30,2,0.0,347.0,3123.0,2022-12-01 19:35:10,17400995760536588678,2.4.05,6.0,True
1466816,0,30,2,0.0,0.0,2185.0,2022-12-01 19:36:47,675513203994093339,2.4.05,2.0,False
1466817,0,30,2,0.0,0.0,2140.0,2022-12-01 19:36:51,8193782469235222650,2.1.39,2.0,False
1466832,0,30,2,0.0,0.0,1090.0,2022-12-01 19:40:54,15956562119245233848,2.4.05,1.0,False
1466835,1,30,2,0.0,0.0,1065.0,2022-12-01 19:41:30,7400258382966050820,2.4.05,2.0,True
1466840,0,30,2,0.0,300.0,775.0,2022-12-01 19:43:31,13652363837669808341,2.4.05,2.0,False
1466845,0,30,2,0.0,0.0,1490.0,2022-12-01 19:44:55,2023573562698635188,2.4.05,1.0,False
1466870,0,30,2,0.0,0.0,1700.0,2022-12-01 19:50:06,1260316107581237763,2.4.05,1.0,False
1466887,0,30,2,0.0,0.0,1220.0,2022-12-01 19:53:49,5719917678961326934,2.4.05,2.0,False
1466888,0,30,2,0.0,300.0,1780.0,2022-12-01 19:53:58,17492844963574759909,2.4.05,3.0,False
1466893,1,30,2,0.0,445.0,2190.0,2022-12-01 19:54:31,9375187175673147193,2.4.05,6.0,True
1466902,1,30,2,0.0,0.0,3190.0,2022-12-01 19:56:43,86054700164441118,2.4.05,5.0,True
1466913,0,30,2,0.0,0.0,1190.0,2022-12-01 19:58:02,14255016340991943493,2.4.05,1.0,False
1466921,0,30,2,0.0,0.0,3150.0,2022-12-01 20:01:18,12540109827518362432,2.4.05,3.0,False
1466925,0,30,2,0.0,445.0,2090.0,2022-12-01 20:01:29,2598820560325728055,2.4.05,2.0,False
1466938,0,30,2,0.0,0.0,3795.0,2022-12-01 20:03:06,5059809997313408368,2.4.05,4.0,False
1466942,0,30,2,0.0,0.0,2320.0,2022-12-01 20:03:53,541769668529905099,2.4.05,5.0,False
1466950,0,30,2,0.0,530.0,2385.0,2022-12-01 20:06:40,9647400947007818934,2.4.05,3.0,False
1466961,0,30,2,0.0,0.0,3090.0,2022-12-01 20:10:28,8365211585567198878,2.4.05,6.0,False
1466963,1,30,2,0.0,445.0,1870.0,2022-12-01 20:11:06,3602888069641170933,2.4.05,4.0,True
1466964,0,30,2,0.0,600.0,720.0,2022-12-01 20:11:10,4839599223371529231,2.4.05,3.0,False
1466965,0,30,2,0.0,445.0,1615.0,2022-12-01 20:11:34,2996300692826693889,2.4.05,4.0,False
1466967,0,30,2,0.0,0.0,1700.0,2022-12-01 20:11:52,2796671288496948001,2.4.05,1.0,False
1466983,0,30,2,0.0,0.0,2260.0,2022-12-01 20:15:39,16683323653521943733,2.4.05,1.0,False
1467000,1,30,2,0.0,0.0,4730.0,2022-12-01 20:20:29,7844888838123963383,2.4.05,3.0,True
1467004,0,30,2,0.0,0.0,2470.0,2022-12-01 20:21:19,2995979664243358607,2.3.02,3.0,False
1467009,0,30,2,0.0,300.0,3059.0,2022-12-01 20:23:17,15784001613803470717,2.4.05,7.0,False
1467032,0,30,2,0.0,0.0,1190.0,2022-12-01 20:30:39,18012881064189857174,2.4.05,2.0,False
1467038,0,30,2,0.0,0.0,2035.0,2022-12-01 20:33:05,9562183700909704848,2.4.05,4.0,False
1467040,0,30,2,0.0,0.0,2020.0,2022-12-01 20:33:18,1375108193407089243,2.4.05,2.0,False
1467045,0,30,2,0.0,790.0,2370.0,2022-12-01 20:34:43,16882944505443020564,2.4.05,5.0,False
1467061,0,30,2,0.0,0.0,3210.0,2022-12-01 20:41:15,17344023814275720665,2.4.05,5.0,False
1467063,0,30,2,0.0,0.0,2680.0,2022-12-01 20:41:19,17207841014683803635,2.3.02,2.0,False
1467064,0,30,2,0.0,300.0,890.0,2022-12-01 20:41:25,17746322994037828531,2.4.05,1.0,False
1467083,0,30,2,0.0,0.0,1100.0,2022-12-01 20:43:51,5555745259952993225,2.4.05,2.0,False
1467089,0,30,2,0.0,330.0,1970.0,2022-12-01 20:45:21,13499991883338563272,2.4.05,5.0,False
1467119,0,30,2,0.0,300.0,1400.0,2022-12-01 20:57:38,13051734376657531935,2.4.05,1.0,False
1467123,0,30,2,0.0,0.0,1100.0,2022-12-01 20:59:45,16250719353100470100,2.4.05,2.0,False
1467131,0,30,2,0.0,300.0,1784.0,2022-12-01 21:04:07,16463180426965388148,2.4.05,5.0,False
1467135,0,30,2,0.0,445.0,2800.0,2022-12-01 21:05:27,3868960540362183469,2.4.05,4.0,False
1467137,0,30,2,0.0,0.0,2090.0,2022-12-01 21:05:54,5029761863991670298,2.4.05,1.0,False
1467177,0,30,2,0.0,0.0,1600.0,2022-12-01 21:20:50,10895696604695445767,2.4.05,3.0,False
1467187,0,30,2,0.0,445.0,2040.0,2022-12-01 21:27:10,13462789194949723025,2.4.05,3.0,False
1467199,0,30,2,0.0,0.0,1490.0,2022-12-01 21:32:21,790136152368716690,2.4.05,1.0,False
1467210,0,30,2,0.0,0.0,2210.0,2022-12-01 21:38:19,5535703766719235771,2.4.05,5.0,False
1467212,0,30,2,0.0,530.0,2968.0,2022-12-01 21:39:44,11049847301019562968,2.4.05,5.0,False
1467226,0,30,2,0.0,0.0,1395.0,2022-12-01 21:45:58,16635445974593058888,2.4.05,3.0,False
1467230,0,30,2,0.0,445.0,3740.0,2022-12-01 21:46:22,17914788279258437530,2.4.05,7.0,False
1467232,0,30,2,0.0,0.0,2090.0,2022-12-01 21:46:46,4989577636950306382,2.4.05,1.0,False
1467241,0,30,2,0.0,300.0,1665.0,2022-12-01 21:48:07,4420517811048998836,2.4.05,1.0,False
1467256,0,30,2,0.0,0.0,1490.0,2022-12-01 21:59:55,6147375414945682568,2.4.05,1.0,False
1467268,0,30,2,0.0,330.0,3310.0,2022-12-01 22:05:45,13062699189393056270,2.4.05,4.0,False
1467304,0,30,2,0.0,0.0,1240.0,2022-12-01 22:32:48,15958481398414818142,2.4.05,3.0,False
1467309,0,30,2,0.0,0.0,2055.0,2022-12-01 22:38:20,2660725661721004338,2.4.05,2.0,False
1467321,0,30,2,0.0,0.0,2270.0,2022-12-01 22:52:03,5465808470651545456,2.4.05,2.0,False
1467327,0,30,2,0.0,0.0,1540.0,2022-12-01 23:01:51,7856578844234503150,2.4.05,3.0,False
1467337,0,30,2,0.0,0.0,1405.0,2022-12-01 23:35:54,11253345497440434979,2.4.05,3.0,False
1467345,0,30,2,0.0,0.0,620.0,2022-12-02 00:00:38,3449620647761710795,2.4.05,3.0,False
1467348,0,30,2,500.0,500.0,2990.0,2022-12-02 00:15:14,2504788600984434390,2.4.05,6.0,False
1467359,1,30,2,0.0,0.0,2720.0,2022-12-02 00:49:50,2304157701385642649,2.4.05,6.0,True
1467380,0,30,2,0.0,0.0,3935.0,2022-12-02 08:43:28,4443718267477755803,2.4.05,1.0,False
1467400,0,30,2,0.0,0.0,5425.0,2022-12-02 10:16:59,13208809094184137548,2.4.05,3.0,False
1467404,0,30,2,0.0,0.0,2485.0,2022-12-02 10:25:17,14139229244783134334,2.4.05,3.0,False
1467413,0,30,2,0.0,750.0,1750.0,2022-12-02 10:35:01,16302147621837725309,2.4.05,5.0,False
1467420,0,30,2,0.0,330.0,2580.0,2022-12-02 10:39:42,14892400021229670143,2.4.05,6.0,False
1467425,1,30,2,0.0,0.0,2300.0,2022-12-02 10:47:36,1543133096892949029,2.4.05,4.0,True
1467435,0,30,2,0.0,1500.0,4500.0,2022-12-02 11:15:13,3904740621489960930,2.4.05,10.0,False
1467446,0,30,2,0.0,300.0,4630.0,2022-12-02 11:26:50,9999626126476331800,2.4.05,9.0,False
1467448,0,30,2,0.0,0.0,1320.0,2022-12-02 11:29:37,6348996580771933036,2.4.05,3.0,False
1467449,0,30,2,0.0,0.0,790.0,2022-12-02 11:31:17,11000663197402303630,2.4.05,2.0,False
1467451,0,30,2,0.0,0.0,6620.0,2022-12-02 11:37:16,2791208152596969206,2.4.05,10.0,False
1467454,2,30,2,0.0,0.0,2975.0,2022-12-02 11:40:39,11731529382605851103,2.4.05,3.0,True
1467465,0,30,2,0.0,0.0,765.0,2022-12-02 11:47:23,16302886207979697563,2.4.05,2.0,False
1467470,0,30,2,0.0,330.0,2170.0,2022-12-02 11:48:06,10454375458241114915,2.4.05,2.0,False
1467482,0,30,2,0.0,445.0,2460.0,2022-12-02 11:52:03,15804701663857472327,2.4.05,3.0,False
1467489,0,30,2,0.0,0.0,4080.0,2022-12-02 11:54:56,2159979695332890158,2.4.05,3.0,False
1467495,0,30,2,0.0,0.0,2090.0,2022-12-02 11:57:37,16568823254248964421,2.4.05,1.0,False
1467496,0,30,2,0.0,673.0,6052.0,2022-12-02 11:59:14,11356206372199167413,2.4.05,7.0,False
1467500,0,30,2,0.0,0.0,1260.0,2022-12-02 12:02:01,6146185590485339410,2.4.05,3.0,False
1467503,0,30,2,0.0,0.0,1970.0,2022-12-02 12:02:19,18416426904756641572,2.4.05,4.0,False
1467519,0,30,2,0.0,0.0,1755.0,2022-12-02 12:07:24,17585765587003200932,2.4.05,4.0,False
